OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
3002,0,3002,2,3002,0,15,3002,,,,,,,,,,,,25800,1,3.60E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.09E-06,4333,15000US360470258001,102,-1,38,-1,4333,15000US360470258001,406,79,40,34,38,34,57,38,22,22,25,30,10,14,13,18,15,17,12,17,46,39,23,30,44,38,22,26,4,11,28,28,10,20,94.24777961,706.8583471
3003,0,3003,3,3003,0,15,3003,,,,,,,,,,,,40400,1,3.60E+11,Block Group 1,G5030,S,68595,0,40.6019451,-73.984762,15000US360470404001,0.004190733,9.51E-07,4739,15000US360470404001,133,-1,54,-1,4739,15000US360470404001,426,67,35,29,19,20,20,21,32,25,19,23,36,24,44,32,9,14,5,12,37,28,38,25,39,33,27,24,17,18,24,24,25,24,94.24777961,706.8583471
3004,0,3004,2,3004,0,15,3004,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3005,0,3005,2,3005,1,15,3005,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,141,-1,48,-1,4325,15000US360470254003,434,65,25,28,42,35,39,32,40,32,16,20,18,19,29,30,15,20,28,32,22,22,12,13,80,51,22,22,20,20,19,22,4,10,94.24777961,706.8583471
3006,2,3006,3,3006,0,15,3006,2/17/16 0:00,9:43,BROOKLYN,11219,40.6318045,-73.9882982,"(40.6318045, -73.9882982)",50 STREET,15 AVENUE, ,2,23600,4,3.60E+11,Block Group 4,G5030,S,37700,0,40.633415,-73.9902049,15000US360470236004,0.011909385,4.01E-06,4279,15000US360470236004,117,-1,34,-1,4279,15000US360470236004,345,75,35,32,59,42,61,44,34,29,18,19,21,22,0,11,6,13,17,21,28,30,34,35,15,19,10,15,3,11,2,11,3,11,94.24777961,706.8583471
3007,0,3007,2,3007,0,15,3007,,,,,,,,,,,,40400,1,3.60E+11,Block Group 1,G5030,S,68595,0,40.6019451,-73.984762,15000US360470404001,0.004190733,9.51E-07,4739,15000US360470404001,152,-1,59,-1,4739,15000US360470404001,414,60,22,21,18,20,20,18,44,32,29,29,50,30,25,22,13,16,0,11,30,23,42,24,28,26,16,16,16,14,28,24,33,28,94.24777961,706.8583471
3008,0,3008,2,3008,0,15,3008,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,141,-1,48,-1,4325,15000US360470254003,434,65,25,28,42,35,39,32,40,32,16,20,18,19,29,30,15,20,28,32,22,22,12,13,80,51,22,22,20,20,19,22,4,10,94.24777961,706.8583471
3009,3,3009,3,3009,0,15,3009,4/24/15 0:00,15:16,BROOKLYN,11218,40.6413948,-73.9890784,"(40.6413948, -73.9890784)",40 STREET,12 AVENUE, ,3,23000,3,3.60E+11,Block Group 3,G5030,S,56583,0,40.639937,-73.986409,15000US360470230003,0.013523005,6.02E-06,4259,15000US360470230003,110,-1,26,-1,4259,15000US360470230003,279,71,8,18,25,26,28,29,37,35,10,16,14,19,20,26,6,14,4,15,16,25,30,24,32,27,20,26,9,21,8,15,9,16,94.24777961,706.8583471
3010,0,3010,3,3010,0,15,3010,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,79,-1,35,-1,4815,15000US360470430003,391,82,43,34,38,33,37,33,23,27,21,26,18,22,16,20,27,34,0,11,25,26,62,45,44,39,11,21,5,13,17,21,6,13,94.24777961,706.8583471
3011,2,3011,2,3011,0,15,3011,12/11/16 0:00,18:11,BROOKLYN,11204,40.6220219,-73.9872553,"(40.6220219, -73.9872553)",60 STREET,18 AVENUE, ,2,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,138,-1,38,-1,4294,15000US360470244002,341,74,33,26,38,32,19,24,21,21,22,28,19,22,0,11,24,23,9,14,35,28,32,28,15,14,10,11,16,20,22,20,27,28,94.24777961,706.8583471
3012,2,3012,2,3012,0,15,3012,2/21/17 0:00,21:05,BROOKLYN,11204,40.628796,-73.98785,"(40.628796, -73.98785)",53 STREET,16 AVENUE, ,2,47200,3,3.60E+11,Block Group 3,G5030,S,77817,0,40.6280059,-73.9860369,15000US360470472003,0.015197691,8.28E-06,4897,15000US360470472003,100,-1,38,-1,4897,15000US360470472003,320,65,22,18,33,32,24,26,24,28,29,26,2,10,12,20,12,16,9,16,37,30,36,30,12,17,10,12,22,25,16,16,20,18,94.24777961,706.8583471
3013,0,3013,2,3013,0,15,3013,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,141,-1,48,-1,4325,15000US360470254003,434,65,25,28,42,35,39,32,40,32,16,20,18,19,29,30,15,20,28,32,22,22,12,13,80,51,22,22,20,20,19,22,4,10,94.24777961,706.8583471
3014,1,3014,3,3014,0,15,3014,12/28/16 0:00,16:16,BROOKLYN,11219,40.6383838,-73.9886213,"(40.6383838, -73.9886213)",13 AVENUE,43 STREET, ,1,23200,3,3.60E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.02E-06,4265,15000US360470232003,83,-1,24,-1,4265,15000US360470232003,313,85,37,38,59,51,23,26,40,42,4,11,61,50,14,17,6,10,6,13,17,20,23,31,16,25,3,12,3,13,3,12,0,11,94.24777961,706.8583471
3015,1,3015,2,3015,0,15,3015,7/19/14 0:00,13:20,BROOKLYN,11204,40.6159174,-73.9864856,"(40.6159174, -73.9864856)",20 AVENUE,66 STREET, ,1,25600,1,3.60E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01E-05,4328,15000US360470256001,118,-1,42,-1,4328,15000US360470256001,498,84,30,27,28,37,29,26,68,46,24,24,16,24,30,33,13,19,4,12,40,36,70,46,68,49,14,19,14,18,21,22,28,28,94.24777961,706.8583471
3016,0,3016,2,3016,0,15,3016,,,,,,,,,,,,23200,2,3.60E+11,Block Group 2,G5030,S,56657,0,40.6356209,-73.9873153,15000US360470232002,0.013528678,6.03E-06,4264,15000US360470232002,126,-1,32,-1,4264,15000US360470232002,406,88,50,38,30,28,18,16,46,39,26,24,27,24,22,30,22,27,24,38,8,12,17,23,48,47,34,40,2,9,27,34,4,12,94.24777961,706.8583471
3017,0,3017,2,3017,0,15,3017,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,82,-1,38,-1,4815,15000US360470430003,434,91,44,36,30,28,55,44,31,36,18,26,23,26,24,24,22,31,0,11,30,28,70,41,38,38,16,26,0,11,26,26,8,14,94.24777961,706.8583471
3018,0,3018,2,3018,0,15,3018,,,,,,,,,,,,25800,1,3.60E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.09E-06,4333,15000US360470258001,102,-1,38,-1,4333,15000US360470258001,406,79,40,34,38,34,57,38,22,22,25,30,10,14,13,18,15,17,12,17,46,39,23,30,44,38,22,26,4,11,28,28,10,20,94.24777961,706.8583471
3019,0,3019,2,3019,0,15,3019,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3020,1,3020,3,3020,0,15,3020,9/23/12 0:00,22:35,BROOKLYN,11219,40.6323671,-73.9877145,"(40.6323671, -73.9877145)",15 AVENUE,49 STREET, ,1,23600,4,3.60E+11,Block Group 4,G5030,S,37700,0,40.633415,-73.9902049,15000US360470236004,0.011909385,4.01E-06,4279,15000US360470236004,118,-1,36,-1,4279,15000US360470236004,354,73,51,35,57,39,50,34,38,32,20,24,11,15,0,11,4,11,13,15,29,31,38,33,13,20,13,19,3,11,8,14,7,12,94.24777961,706.8583471
3021,2,3021,4,3021,0,15,3021,9/10/17 0:00,9:06,BROOKLYN,11218,40.641953,-73.9885,"(40.641953, -73.9885)",12 AVENUE,39 STREET, ,4,22600,2,3.60E+11,Block Group 2,G5030,S,45657,0,40.6432954,-73.9885647,15000US360470226002,0.008071704,3.69E-06,4245,15000US360470226002,115,-1,30,-1,4245,15000US360470226002,300,72,9,17,31,30,20,23,32,32,28,26,11,17,22,28,12,20,3,13,24,27,32,26,44,34,12,20,8,17,7,14,3,12,94.24777961,706.8583471
3022,1,3022,2,3022,0,15,3022,4/13/14 0:00,20:05,BROOKLYN,11204,40.609887,-73.9855468,"(40.609887, -73.9855468)",BAY PARKWAY,72 STREET, ,1,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,82,-1,38,-1,4815,15000US360470430003,434,91,44,36,30,28,55,44,31,36,18,26,23,26,24,24,22,31,0,11,30,28,70,41,38,38,16,26,0,11,26,26,8,14,94.24777961,706.8583471
3023,1,3023,2,3023,0,15,3023,7/21/13 0:00,0:04,BROOKLYN,11204,40.6074578,-73.9853313,"(40.6074578, -73.9853313)",WEST 12 STREET,AVENUE P, ,1,42800,3,3.60E+11,Block Group 3,G5030,S,60990,0,40.6065691,-73.9860873,15000US360470428003,0.012266523,6.21E-06,4808,15000US360470428003,86,-1,42,-1,4808,15000US360470428003,466,88,74,54,28,22,53,46,25,28,12,24,24,28,52,38,11,19,7,13,46,32,30,29,54,48,27,24,8,19,8,18,4,12,94.24777961,706.8583471
3024,1,3024,2,3024,0,15,3024,10/21/14 0:00,11:25,BROOKLYN,11204,40.6226147,-73.986668,"(40.6226147, -73.986668)",59 STREET,18 AVENUE, ,1,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,138,-1,38,-1,4294,15000US360470244002,341,74,33,26,38,32,19,24,21,21,22,28,19,22,0,11,24,23,9,14,35,28,32,28,15,14,10,11,16,20,22,20,27,28,94.24777961,706.8583471
3025,0,3025,2,3025,1,15,3025,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3026,1,3026,3,3026,0,15,3026,4/28/15 0:00,7:25,BROOKLYN,11204,40.629356,-73.9872575,"(40.629356, -73.9872575)",16 AVENUE,52 STREET, ,1,47200,3,3.60E+11,Block Group 3,G5030,S,77817,0,40.6280059,-73.9860369,15000US360470472003,0.015197691,8.28E-06,4897,15000US360470472003,108,-1,37,-1,4897,15000US360470472003,330,70,26,21,33,33,36,33,23,25,22,22,10,14,8,17,10,15,11,16,34,31,43,38,21,24,9,12,15,20,13,15,16,16,94.24777961,706.8583471
3027,1,3027,2,3027,0,15,3027,12/27/15 0:00,18:45,BROOKLYN,11223,40.6057313,-73.9850075,"(40.6057313, -73.9850075)",KINGS HIGHWAY,WEST 12 STREET, ,1,40400,1,3.60E+11,Block Group 1,G5030,S,68595,0,40.6019451,-73.984762,15000US360470404001,0.004190733,9.51E-07,4739,15000US360470404001,126,-1,52,-1,4739,15000US360470404001,448,73,41,32,18,19,14,17,24,24,14,18,44,28,64,44,5,14,7,13,46,33,32,24,41,34,32,27,18,21,25,27,23,22,94.24777961,706.8583471
3028,0,3028,3,3028,0,15,3028,,,,,,,,,,,,25400,3,3.60E+11,Block Group 3,G5030,S,57934,0,40.6180453,-73.9860673,15000US360470254003,0.010113519,6.17E-06,4325,15000US360470254003,143,-1,46,-1,4325,15000US360470254003,412,66,21,24,31,27,33,29,37,33,28,25,15,16,26,29,17,21,26,31,15,18,23,22,69,47,21,21,23,21,15,18,11,16,94.24777961,706.8583471
3029,1,3029,3,3029,0,15,3029,3/30/16 0:00,16:00,BROOKLYN,11219,40.6389464,-73.9880411,"(40.6389464, -73.9880411)",42 STREET,13 AVENUE, ,1,22400,1,3.60E+11,Block Group 1,G5030,S,37781,0,40.6401713,-73.9885586,15000US360470224001,0.008378321,4.02E-06,4240,15000US360470224001,94,-1,24,-1,4240,15000US360470224001,302,75,16,25,49,40,29,31,31,30,2,11,61,50,15,18,5,11,10,17,13,18,26,34,3,12,17,22,12,23,8,14,5,15,94.24777961,706.8583471
3030,0,3030,2,3030,0,15,3030,,,,,,,,,,,,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3031,0,3031,2,3031,0,15,3031,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,82,-1,38,-1,4815,15000US360470430003,434,91,44,36,30,28,55,44,31,36,18,26,23,26,24,24,22,31,0,11,30,28,70,41,38,38,16,26,0,11,26,26,8,14,94.24777961,706.8583471
3032,1,3032,3,3032,0,15,3032,10/10/12 0:00,17:10,BROOKLYN,11223,40.6053141,-73.9849248,"(40.6053141, -73.9849248)",QUENTIN ROAD,WEST 12 STREET, ,1,40400,1,3.60E+11,Block Group 1,G5030,S,68595,0,40.6019451,-73.984762,15000US360470404001,0.004190733,9.51E-07,4739,15000US360470404001,126,-1,50,-1,4739,15000US360470404001,454,73,47,34,17,18,14,17,25,23,12,17,37,28,44,32,6,13,5,12,39,32,43,32,41,31,32,26,30,30,34,33,28,23,94.24777961,706.8583471
3033,3,3033,3,3033,0,15,3033,8/11/17 0:00,11:00,BROOKLYN,11204,40.61652,-73.98586,"(40.61652, -73.98586)",65 STREET,20 AVENUE, ,3,25400,2,3.60E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18E-06,4324,15000US360470254002,113,-1,40,-1,4324,15000US360470254002,468,75,23,26,27,29,42,35,53,40,19,20,22,23,36,38,27,30,16,24,28,26,51,38,59,43,20,22,10,17,22,31,13,19,94.24777961,706.8583471
3034,2,3034,2,3034,0,15,3034,1/29/16 0:00,7:45,BROOKLYN,11219,40.635938,-73.9875841,"(40.635938, -73.9875841)",14 AVENUE,45 STREET, ,2,23200,3,3.60E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.02E-06,4265,15000US360470232003,78,-1,24,-1,4265,15000US360470232003,295,87,66,46,26,33,5,8,46,50,7,12,20,20,21,31,12,15,14,27,11,15,4,11,42,50,21,26,2,9,0,11,0,11,94.24777961,706.8583471
3035,0,3035,1,3035,0,15,3035,,,,,,,,,,,,25800,1,3.60E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.09E-06,4333,15000US360470258001,110,-1,39,-1,4333,15000US360470258001,391,75,17,27,39,28,44,33,8,13,28,33,9,14,26,26,13,16,12,19,18,21,17,20,48,30,34,37,7,11,51,49,20,29,94.24777961,706.8583471
3036,1,3036,2,3036,0,15,3036,4/4/16 0:00,17:25,BROOKLYN,11204,40.6261939,-73.9865556,"(40.6261939, -73.9865556)",17 AVENUE,55 STREET, ,1,47000,2,3.60E+11,Block Group 2,G5030,S,84095,0,40.6263746,-73.9883635,15000US360470470002,0.012201527,8.95E-06,4894,15000US360470470002,177,-1,50,-1,4894,15000US360470470002,356,55,30,26,27,20,15,17,38,34,22,22,16,16,10,16,16,18,10,12,23,16,46,24,40,27,16,14,10,16,18,18,20,16,94.24777961,706.8583471
3037,1,3037,2,3037,0,15,3037,4/7/14 0:00,1:30,BROOKLYN,11219,40.632927,-73.9871307,"(40.632927, -73.9871307)",48 STREET,15 AVENUE, ,1,23400,2,3.60E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.03E-06,4272,15000US360470234002,149,-1,44,-1,4272,15000US360470234002,462,84,105,60,63,41,54,32,50,38,24,30,4,12,10,16,2,10,20,20,30,32,51,36,8,15,16,22,11,23,8,15,6,12,94.24777961,706.8583471
3038,0,3038,3,3038,0,15,3038,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,92,-1,38,-1,4815,15000US360470430003,420,86,35,33,33,28,51,41,23,28,21,29,18,22,24,25,19,26,4,14,26,25,52,34,41,35,22,29,2,11,34,34,12,19,94.24777961,706.8583471
3039,0,3039,2,3039,0,15,3039,,,,,,,,,,,,22600,2,3.60E+11,Block Group 2,G5030,S,45657,0,40.6432954,-73.9885647,15000US360470226002,0.008071704,3.69E-06,4245,15000US360470226002,108,-1,32,-1,4245,15000US360470226002,283,62,5,12,27,28,12,15,16,20,41,33,0,11,24,29,16,24,6,15,25,22,28,27,45,33,15,20,16,22,8,14,0,11,94.24777961,706.8583471
3040,1,3040,4,3040,0,15,3040,8/8/13 0:00,21:30,BROOKLYN,11204,40.6231828,-73.9861023,"(40.6231828, -73.9861023)",18 AVENUE,58 STREET, ,1,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,184,-1,46,-1,4294,15000US360470244002,388,64,37,31,37,29,22,25,30,26,32,27,12,15,4,13,24,24,7,12,20,18,48,34,32,22,19,18,12,15,23,21,28,23,94.24777961,706.8583471
3041,0,3041,1,3041,0,15,3041,,,,,,,,,,,,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,77,-1,41,-1,4815,15000US360470430003,481,94,87,61,36,24,84,65,42,45,23,37,40,42,23,26,22,27,0,11,42,27,29,32,47,49,6,10,0,11,0,11,0,11,94.24777961,706.8583471
3042,1,3042,3,3042,0,15,3042,11/28/13 0:00,9:30,BROOKLYN,11204,40.6299159,-73.9866737,"(40.6299159, -73.9866737)",16 AVENUE,51 STREET, ,1,47200,3,3.60E+11,Block Group 3,G5030,S,77817,0,40.6280059,-73.9860369,15000US360470472003,0.015197691,8.28E-06,4897,15000US360470472003,137,-1,39,-1,4897,15000US360470472003,300,62,13,16,11,19,38,28,24,22,13,19,14,16,8,16,9,14,8,14,40,32,29,27,21,24,12,15,17,19,15,14,27,17,94.24777961,706.8583471
3043,1,3043,4,3043,0,15,3043,12/23/15 0:00,19:36,BROOKLYN,11204,40.6201306,-73.9856923,"(40.6201306, -73.9856923)",61 STREET,19 AVENUE, ,1,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,139,-1,42,-1,4294,15000US360470244002,356,67,34,28,31,26,25,27,28,26,24,25,15,17,10,17,10,15,10,17,19,21,37,34,46,33,15,18,20,20,16,17,17,21,94.24777961,706.8583471
3044,1,3044,3,3044,0,15,3044,10/14/16 0:00,16:10,BROOKLYN,11218,40.6395035,-73.9874573,"(40.6395035, -73.9874573)",13 AVENUE,41 STREET, ,1,23000,3,3.60E+11,Block Group 3,G5030,S,56583,0,40.639937,-73.986409,15000US360470230003,0.013523005,6.02E-06,4259,15000US360470230003,104,-1,24,-1,4259,15000US360470230003,299,77,8,18,45,40,34,36,34,32,9,14,39,35,13,18,6,13,10,17,16,25,22,26,17,19,20,26,9,21,8,14,9,16,94.24777961,706.8583471
3045,0,3045,1,3045,0,15,3045,,,,,,,,,,,,47000,1,3.60E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04E-05,4893,15000US360470470001,185,-1,49,-1,4893,15000US360470470001,346,59,33,27,12,12,16,19,46,33,0,11,6,8,0,11,17,15,10,10,6,8,69,33,43,24,15,16,6,9,27,25,40,20,94.24777961,706.8583471
3046,0,3046,3,3046,0,15,3046,,,,,,,,,,,,42800,2,3.60E+11,Block Group 2,G5030,S,62810,0,40.6049012,-73.9837559,15000US360470428002,0.00465035,1.04E-06,4807,15000US360470428002,99,-1,43,-1,4807,15000US360470428002,465,83,69,48,24,20,41,36,25,27,11,21,24,28,37,28,10,16,5,12,39,31,42,36,49,41,29,25,23,28,22,27,16,17,94.24777961,706.8583471
3047,0,3047,2,3047,0,15,3047,,,,,,,,,,,,25400,2,3.60E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3048,0,3048,3,3048,0,15,3048,,,,,,,,,,,,23200,3,3.60E+11,Block Group 3,G5030,S,37745,0,40.6371608,-73.9881037,15000US360470232003,0.008379482,4.02E-06,4265,15000US360470232003,79,-1,23,-1,4265,15000US360470232003,262,80,46,35,20,27,10,13,33,37,8,14,13,17,14,24,18,18,14,26,7,14,5,11,39,42,28,33,5,12,0,11,0,11,94.24777961,706.8583471
3049,1,3049,1,3049,0,15,3049,6/9/14 0:00,15:45,BROOKLYN,11204,40.6140288,-73.9848688,"(40.6140288, -73.9848688)",21 AVENUE,67 STREET, ,1,25600,1,3.60E+11,Block Group 1,G5030,S,95091,0,40.6140646,-73.9844557,15000US360470256001,0.015305932,1.01E-05,4328,15000US360470256001,102,-1,35,-1,4328,15000US360470256001,408,79,9,14,23,39,30,28,39,28,15,17,0,11,18,25,12,17,0,11,64,54,8,13,84,57,19,24,28,24,34,31,25,22,94.24777961,706.8583471
3050,0,3050,1,3050,0,15,3050,,,,,,,,,,,,25800,1,3.60E+11,Block Group 1,G5030,S,57213,0,40.6119586,-73.9852083,15000US360470258001,0.010045675,6.09E-06,4333,15000US360470258001,110,-1,39,-1,4333,15000US360470258001,391,75,17,27,39,28,44,33,8,13,28,33,9,14,26,26,13,16,12,19,18,21,17,20,48,30,34,37,7,11,51,49,20,29,94.24777961,706.8583471
3051,0,3051,2,3051,0,15,3051,,,,,,,,,,,,25400,2,3.60E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3052,3,3052,2,3052,0,15,3052,11/28/15 0:00,19:45,BROOKLYN,11219,40.6334868,-73.9865469,"(40.6334868, -73.9865469)",47 STREET,15 AVENUE, ,3,23400,2,3.60E+11,Block Group 2,G5030,S,56608,0,40.6338708,-73.98794,15000US360470234002,0.017060146,6.03E-06,4272,15000US360470234002,155,-1,41,-1,4272,15000US360470234002,485,88,78,53,52,40,60,36,42,30,30,29,12,16,18,20,12,22,24,28,26,28,40,36,36,33,13,26,11,23,27,34,4,12,94.24777961,706.8583471
3053,0,3053,1,3053,0,15,3053,,,,,,,,,,,,47000,1,3.60E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04E-05,4893,15000US360470470001,185,-1,49,-1,4893,15000US360470470001,346,59,33,27,12,12,16,19,46,33,0,11,6,8,0,11,17,15,10,10,6,8,69,33,43,24,15,16,6,9,27,25,40,20,94.24777961,706.8583471
3054,0,3054,2,3054,1,15,3054,,,,,,,,,,,,25400,2,3.60E+11,Block Group 2,G5030,S,58101,0,40.6167141,-73.983865,15000US360470254002,0.01011555,6.18E-06,4324,15000US360470254002,102,-1,36,-1,4324,15000US360470254002,409,69,8,20,24,26,49,40,31,28,12,14,16,17,33,36,34,35,20,28,34,30,12,18,62,44,26,26,16,20,29,40,4,10,94.24777961,706.8583471
3055,2,3055,2,3055,0,15,3055,3/16/16 0:00,15:40,BROOKLYN,11218,40.6430745,-73.9873269,"(40.6430745, -73.9873269)",37 STREET,12 AVENUE, ,2,22600,2,3.60E+11,Block Group 2,G5030,S,45657,0,40.6432954,-73.9885647,15000US360470226002,0.008071704,3.69E-06,4245,15000US360470226002,108,-1,32,-1,4245,15000US360470226002,283,62,5,12,27,28,12,15,16,20,41,33,0,11,24,29,16,24,6,15,25,22,28,27,45,33,15,20,16,22,8,14,0,11,94.24777961,706.8583471
3056,1,3056,2,3056,0,15,3056,9/10/12 0:00,14:36,BROOKLYN,11204,40.6110067,-73.9843833,"(40.6110067, -73.9843833)",BAY PARKWAY,70 STREET, ,1,43000,3,3.60E+11,Block Group 3,G5030,S,84646,0,40.6086666,-73.9853551,15000US360470430003,0.014508826,9.01E-06,4815,15000US360470430003,94,-1,40,-1,4815,15000US360470430003,436,84,52,44,38,26,64,49,25,29,26,35,24,28,24,26,18,22,6,15,30,24,23,26,48,40,20,24,4,11,26,30,10,20,94.24777961,706.8583471
3057,0,3057,1,3057,0,15,3057,,,,,,,,,,,,24400,2,3.60E+11,Block Group 2,G5030,S,57454,0,40.6216529,-73.985881,15000US360470244002,0.010052678,6.11E-06,4294,15000US360470244002,147,-1,38,-1,4294,15000US360470244002,353,77,57,36,54,38,19,30,25,27,15,24,33,36,0,11,0,11,5,8,7,13,27,26,13,10,13,14,19,22,31,27,35,37,94.24777961,706.8583471
3058,2,3058,2,3058,0,15,3058,1/19/16 0:00,14:10,BROOKLYN,11204,40.6237592,-73.9855294,"(40.6237592, -73.9855294)",18 AVENUE,57 STREET, ,2,47000,1,3.60E+11,Block Group 1,G5030,S,97718,0,40.624913,-73.9853627,15000US360470470001,0.018023301,1.04E-05,4893,15000US360470470001,228,-1,53,-1,4893,15000US360470470001,436,52,42,36,36,26,26,27,39,32,42,27,5,8,9,16,24,26,5,10,6,8,64,40,50,32,29,26,8,11,24,22,28,18,94.24777961,706.8583471
