OBJECTID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,CONTRIBUTI,CONTRIBU_1,CONTRIBU_2,CONTRIBU_3,CONTRIBU_4,UNIQUE_KEY,VEHICLE_TY,VEHICLE__1,VEHICLE__2,VEHICLE__3,VEHICLE__4,incidence,IndexID,OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,B00001e1,B00001m1,B00002e1,B00002m1,OBJECTID_2,GEOID_12,B19001e1,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area,Junction_Longitude,Junction_latitude,Dist_2_Parking
313,,,,,,,,,,,,,,,,,,,,,,,,313,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0363235,40.6389389,796.3520508
314,,,,,,,,,,,,,,,,,,,,,,,,314,36,47,5601,2,3.6047E+11,Block Group 2,G5030,S,56182,0,40.6155319,-74.0336696,15000US360470056012,0.011372432,5.97869E-06,3829,15000US360470056012,107,-1,70,-1,3829,15000US360470056012,811,108,46,50,75,60,49,64,63,34,51,46,60,42,61,62,23,20,15,19,72,44,52,37,75,50,19,20,31,32,91,56,28,26,94.24777961,706.8583471,-74.0341644,40.6158791,204.1180725
315,,,,,,,,,,,,,,,,,,,,,,,,315,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,203,-1,77,-1,3801,15000US360470046001,510,46,3,8,6,9,5,8,15,16,0,11,26,17,19,15,6,8,7,10,26,24,17,16,112,36,17,15,20,15,121,48,110,41,94.24777961,706.8583471,-74.0352478,40.6276321,677.6929321
316,,,,,,,,,,,,,,,,,,,,,,,,316,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0342484,40.6171379,242.7363434
317,,,,,,,,,,,,,,,,,,,,,,,,317,36,47,5400,2,3.6047E+11,Block Group 2,G5030,S,40497,0,40.6176803,-74.0350402,15000US360470054002,0.009357576,4.3096E-06,3825,15000US360470054002,62,-1,29,-1,3825,15000US360470054002,287,69,14,17,25,19,32,32,9,14,9,13,0,11,0,11,0,11,15,17,18,23,14,12,58,45,31,40,10,16,18,23,34,35,94.24777961,706.8583471,-74.0342484,40.6174164,258.9467773
318,,,,,,,,,,,,,,,,,,,,,,,,318,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0358276,40.6345673,502.0075073
319,,,,,,,,,,,,,,,,,,,,,,,,319,36,47,3400,2,3.6047E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98434E-06,3773,15000US360470034002,77,-1,37,-1,3773,15000US360470034002,453,89,27,23,20,25,32,35,32,34,22,27,7,13,12,19,20,30,14,20,22,21,21,32,75,54,44,39,45,36,34,32,29,31,94.24777961,706.8583471,-74.0360718,40.6373062,658.4206543
320,,,,,,,,,,,,,,,,,,,,,,,,320,36,47,5800,2,3.6047E+11,Block Group 2,G5030,S,95229,0,40.6183818,-74.0325939,15000US360470058002,0.015986844,1.01344E-05,3833,15000US360470058002,90,-1,46,-1,3833,15000US360470058002,526,90,44,32,26,22,35,36,35,34,12,15,4,12,16,24,30,34,24,28,47,42,46,38,78,49,48,40,29,33,22,23,30,31,94.24777961,706.8583471,-74.0343094,40.6181908,273.2426147
321,,,,,,,,,,,,,,,,,,,,,,,,321,36,47,3400,2,3.6047E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98434E-06,3773,15000US360470034002,84,-1,38,-1,3773,15000US360470034002,462,89,37,28,16,26,40,42,14,15,34,34,3,11,18,24,30,40,20,24,12,16,28,42,72,46,38,36,40,34,28,26,32,30,94.24777961,706.8583471,-74.0361099,40.6380539,714.5322876
322,,,,,,,,,,,,,,,,,,,,,,,,322,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0332642,40.6073418,490.5670471
323,,,,,,,,,,,,,,,,,,,,,,,,323,36,47,5201,1,3.6047E+11,Block Group 1,G5030,S,133678,0,40.6216089,-74.0382101,15000US360470052011,0.018281117,1.42269E-05,3814,15000US360470052011,108,-1,54,-1,3814,15000US360470052011,563,72,100,44,56,34,20,20,15,22,7,14,6,13,12,15,27,28,9,17,25,24,50,40,47,35,41,34,33,28,48,34,66,46,94.24777961,706.8583471,-74.0345993,40.6220016,211.6521759
324,,,,,,,,,,,,,,,,,,,,,,,,324,36,47,3400,3,3.6047E+11,Block Group 3,G5030,S,63683,0,40.6360139,-74.0344291,15000US360470034003,0.012593108,6.77889E-06,3774,15000US360470034003,64,-1,33,-1,3774,15000US360470034003,436,90,7,12,28,25,14,22,68,71,0,11,14,17,0,11,0,11,0,11,41,32,8,11,83,69,54,47,53,42,45,43,21,33,94.24777961,706.8583471,-74.035881,40.6360512,570.1287231
325,,,,,,,,,,,,,,,,,,,,,,,,325,36,47,16200,2,3.6047E+11,Block Group 2,G5030,S,150743,0,40.6120605,-74.0326351,15000US360470162002,0.018442403,1.60409E-05,4080,15000US360470162002,130,-1,62,-1,4080,15000US360470162002,590,93,82,56,0,11,14,15,9,13,17,20,10,15,13,14,20,31,18,19,18,21,74,61,64,35,93,54,24,22,40,24,94,40,94.24777961,706.8583471,-74.0336609,40.6121864,430.0236816
326,,,,,,,,,,,,,,,,,,,,,,,,326,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,210,-1,122,-1,3831,15000US360470056021,877,54,67,38,46,37,27,20,39,23,37,30,69,61,22,17,56,35,24,17,49,33,110,43,99,45,89,38,40,30,21,17,82,37,94.24777961,706.8583471,-74.033844,40.614193,264.611969
327,,,,,,,,,,,,,,,,,,,,,,,,327,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0357361,40.6347961,505.1109924
328,,,,,,,,,,,,,,,,,,,,,,,,328,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0356293,40.6338959,463.1878967
329,,,,,,,,,,,,,,,,,,,,,,,,329,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,158,-1,96,-1,3831,15000US360470056021,844,81,56,44,60,48,38,42,51,28,44,38,64,52,42,40,40,28,20,18,60,38,81,40,87,48,54,29,36,31,56,36,55,32,94.24777961,706.8583471,-74.0338135,40.6145935,231.6535492
330,,,,,,,,,,,,,,,,,,,,,,,,330,36,47,5800,2,3.6047E+11,Block Group 2,G5030,S,95229,0,40.6183818,-74.0325939,15000US360470058002,0.015986844,1.01344E-05,3833,15000US360470058002,90,-1,46,-1,3833,15000US360470058002,526,90,44,32,26,22,35,36,35,34,12,15,4,12,16,24,30,34,24,28,47,42,46,38,78,49,48,40,29,33,22,23,30,31,94.24777961,706.8583471,-74.0341415,40.6181526,258.590271
331,,,,,,,,,,,,,,,,,,,,,,,,331,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,170,-1,92,-1,3831,15000US360470056021,734,74,74,47,23,24,20,18,24,18,27,25,40,38,18,16,38,33,21,18,34,27,92,52,82,40,91,46,32,26,30,20,88,38,94.24777961,706.8583471,-74.0336456,40.6128311,380.9467773
332,,,,,,,,,,,,,,,,,,,,,,,,332,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.035675,40.6349525,507.6551208
333,,,,,,,,,,,,,,,,,,,,,,,,333,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0355911,40.6340714,465.0834656
334,,,,,,,,,,,,,,,,,,,,,,,,334,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.036087,40.6396484,823.8584595
335,,,,,,,,,,,,,,,,,,,,,,,,335,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.035553,40.6340599,461.8971863
336,,,,,,,,,,,,,,,,,,,,,,,,336,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0356369,40.6350403,507.8951416
337,,,,,,,,,,,,,,,,,,,,,,,,337,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0330505,40.6071434,493.6525269
338,8/27/2017 0:00,20:27, ,NA,40.63882,-74.035965,"(40.63882, -74.035965)",SHORE ROAD,69 STREET, ,Unspecified,Unspecified, , , ,3743377,VAN,BICYCLE, , , ,1,20,338,36,47,3400,2,3.6047E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98434E-06,3773,15000US360470034002,84,-1,38,-1,3773,15000US360470034002,462,89,37,28,16,26,40,42,14,15,34,34,3,11,18,24,30,40,20,24,12,16,28,42,72,46,38,36,40,34,28,26,32,30,94.24777961,706.8583471,-74.0359573,40.6388206,765.7357788
339,,,,,,,,,,,,,,,,,,,,,,,,339,36,47,5400,3,3.6047E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.42728E-06,3826,15000US360470054003,87,-1,49,-1,3826,15000US360470054003,532,88,46,39,36,31,35,40,33,24,23,25,23,22,42,42,23,24,10,16,55,39,32,25,55,40,23,28,26,27,41,32,28,29,94.24777961,706.8583471,-74.0338898,40.6165428,188.8802338
340,,,,,,,,,,,,,,,,,,,,,,,,340,36,47,5000,3,3.6047E+11,Block Group 3,G5030,S,81979,0,40.6244835,-74.0350568,15000US360470050003,0.011919856,8.72515E-06,3809,15000US360470050003,80,-1,35,-1,3809,15000US360470050003,313,60,12,15,8,11,7,11,0,11,9,15,14,22,0,11,9,14,12,22,36,25,9,13,48,38,52,47,23,21,37,29,37,26,94.24777961,706.8583471,-74.034523,40.6234818,263.6217346
341,,,,,,,,,,,,,,,,,,,,,,,,341,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.0332031,40.6093521,367.9299316
342,,,,,,,,,,,,,,,,,,,,,,,,342,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0360107,40.6399498,835.7002563
343,,,,,,,,,,,,,,,,,,,,,,,,343,36,47,4600,1,3.6047E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.07696E-05,3801,15000US360470046001,195,-1,78,-1,3801,15000US360470046001,495,54,4,9,12,11,15,16,14,20,2,10,18,13,17,15,16,14,4,9,31,26,43,26,73,31,51,31,22,17,80,33,94,37,94.24777961,706.8583471,-74.034935,40.628376,628.869812
344,,,,,,,,,,,,,,,,,,,,,,,,344,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0332413,40.610199,352.1980591
345,,,,,,,,,,,,,,,,,,,,,,,,345,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0332565,40.610321,352.1239319
346,,,,,,,,,,,,,,,,,,,,,,,,346,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.033226,40.6101456,351.370636
347,,,,,,,,,,,,,,,,,,,,,,,,347,36,47,16200,2,3.6047E+11,Block Group 2,G5030,S,150743,0,40.6120605,-74.0326351,15000US360470162002,0.018442403,1.60409E-05,4080,15000US360470162002,130,-1,62,-1,4080,15000US360470162002,590,93,82,56,0,11,14,15,9,13,17,20,10,15,13,14,20,31,18,19,18,21,74,61,64,35,93,54,24,22,40,24,94,40,94.24777961,706.8583471,-74.0332413,40.6103973,350.9398193
348,,,,,,,,,,,,,,,,,,,,,,,,348,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.035408,40.6344185,463.0065613
349,,,,,,,,,,,,,,,,,,,,,,,,349,36,47,5000,3,3.6047E+11,Block Group 3,G5030,S,81979,0,40.6244835,-74.0350568,15000US360470050003,0.011919856,8.72515E-06,3809,15000US360470050003,77,-1,33,-1,3809,15000US360470050003,336,68,14,16,11,14,11,16,13,22,3,12,7,15,5,11,23,24,4,15,14,16,51,38,28,25,46,38,19,20,47,33,40,34,94.24777961,706.8583471,-74.0343246,40.6226807,203.7566376
350,,,,,,,,,,,,,,,,,,,,,,,,350,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.032959,40.6079979,422.9914246
351,,,,,,,,,,,,,,,,,,,,,,,,351,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,142,-1,68,-1,3782,15000US360470038001,552,68,8,12,16,16,20,25,41,42,20,21,16,22,3,10,9,16,26,27,32,24,37,26,92,57,76,48,51,32,49,38,55,38,94.24777961,706.8583471,-74.0354385,40.6355286,511.2941895
352,,,,,,,,,,,,,,,,,,,,,,,,352,36,47,6000,2,3.6047E+11,Block Group 2,G5030,S,54936,0,40.6211497,-74.0314615,15000US360470060002,0.014628717,5.84654E-06,3838,15000US360470060002,83,-1,35,-1,3838,15000US360470060002,410,76,53,38,20,30,20,20,20,28,6,12,0,11,16,17,8,12,16,24,16,24,44,39,38,32,38,30,29,26,12,16,76,61,94.24777961,706.8583471,-74.0341797,40.6219101,175.6463928
353,,,,,,,,,,,,,,,,,,,,,,,,353,36,47,6000,2,3.6047E+11,Block Group 2,G5030,S,54936,0,40.6211497,-74.0314615,15000US360470060002,0.014628717,5.84654E-06,3838,15000US360470060002,83,-1,35,-1,3838,15000US360470060002,410,76,53,38,20,30,20,20,20,28,6,12,0,11,16,17,8,12,16,24,16,24,44,39,38,32,38,30,29,26,12,16,76,61,94.24777961,706.8583471,-74.0341415,40.6218987,172.6141968
354,,,,,,,,,,,,,,,,,,,,,,,,354,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0353012,40.6346893,466.5491943
355,,,,,,,,,,,,,,,,,,,,,,,,355,36,47,16200,2,3.6047E+11,Block Group 2,G5030,S,150743,0,40.6120605,-74.0326351,15000US360470162002,0.018442403,1.60409E-05,4080,15000US360470162002,130,-1,62,-1,4080,15000US360470162002,590,93,82,56,0,11,14,15,9,13,17,20,10,15,13,14,20,31,18,19,18,21,74,61,64,35,93,54,24,22,40,24,94,40,94.24777961,706.8583471,-74.0331345,40.6114426,358.2075195
356,,,,,,,,,,,,,,,,,,,,,,,,356,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0352783,40.6347466,467.4274292
357,,,,,,,,,,,,,,,,,,,,,,,,357,36,47,3400,2,3.6047E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98434E-06,3773,15000US360470034002,101,-1,44,-1,3773,15000US360470034002,539,94,57,38,9,14,81,72,19,18,21,23,6,11,18,28,33,52,30,32,5,9,40,60,62,38,28,31,33,38,56,42,41,33,94.24777961,706.8583471,-74.0355606,40.6379166,669.9896851
358,,,,,,,,,,,,,,,,,,,,,,,,358,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471,-74.032753,40.6077461,428.2932434
359,,,,,,,,,,,,,,,,,,,,,,,,359,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0329742,40.6102257,328.9457092
360,,,,,,,,,,,,,,,,,,,,,,,,360,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0329742,40.6102257,328.9457092
361,,,,,,,,,,,,,,,,,,,,,,,,361,36,47,5000,3,3.6047E+11,Block Group 3,G5030,S,81979,0,40.6244835,-74.0350568,15000US360470050003,0.011919856,8.72515E-06,3809,15000US360470050003,80,-1,35,-1,3809,15000US360470050003,313,60,12,15,8,11,7,11,0,11,9,15,14,22,0,11,9,14,12,22,36,25,9,13,48,38,52,47,23,21,37,29,37,26,94.24777961,706.8583471,-74.034256,40.6242332,306.8019409
362,,,,,,,,,,,,,,,,,,,,,,,,362,36,47,5400,3,3.6047E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.42728E-06,3826,15000US360470054003,76,-1,38,-1,3826,15000US360470054003,392,78,46,34,16,16,28,28,18,18,10,14,4,12,32,32,24,26,8,14,46,37,22,19,46,35,26,32,24,24,16,20,28,31,94.24777961,706.8583471,-74.0336075,40.6172485,203.8500824
363,,,,,,,,,,,,,,,,,,,,,,,,363,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0329208,40.6102982,323.7628174
364,,,,,,,,,,,,,,,,,,,,,,,,364,36,47,16400,1,3.6047E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48404E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471,-74.0329208,40.6102982,323.7628174
365,5/6/2015 0:00,8:25,BROOKLYN,11209,40.6291045,-74.0346392,"(40.6291045, -74.0346392)",80 STREET,COLONIAL ROAD, ,Unspecified,Unspecified, , , ,3219178,SPORT UTILITY / STATION WAGON,BICYCLE, , , ,2,424,365,36,47,4400,1,3.6047E+11,Block Group 1,G5030,S,298993,0,40.6310418,-74.03732,15000US360470044001,0.023261956,3.18253E-05,3794,15000US360470044001,191,-1,78,-1,3794,15000US360470044001,488,58,4,10,15,12,20,20,13,22,3,10,14,11,16,15,22,16,2,9,34,28,56,31,53,28,68,40,24,18,60,25,86,36,94.24777961,706.8583471,-74.0346451,40.6290932,551.8115234
366,,,,,,,,,,,,,,,,,,,,,,,,366,36,47,5601,2,3.6047E+11,Block Group 2,G5030,S,56182,0,40.6155319,-74.0336696,15000US360470056012,0.011372432,5.97869E-06,3829,15000US360470056012,107,-1,70,-1,3829,15000US360470056012,811,108,46,50,75,60,49,64,63,34,51,46,60,42,61,62,23,20,15,19,72,44,52,37,75,50,19,20,31,32,91,56,28,26,94.24777961,706.8583471,-74.0333328,40.6149406,176.0027161
367,,,,,,,,,,,,,,,,,,,,,,,,367,36,47,5602,1,3.6047E+11,Block Group 1,G5030,S,135056,0,40.6127383,-74.0357394,15000US360470056021,0.018456628,1.43717E-05,3831,15000US360470056021,170,-1,92,-1,3831,15000US360470056021,734,74,74,47,23,24,20,18,24,18,27,25,40,38,18,16,38,33,21,18,34,27,92,52,82,40,91,46,32,26,30,20,88,38,94.24777961,706.8583471,-74.033165,40.6134033,306.01474
368,,,,,,,,,,,,,,,,,,,,,,,,368,36,47,3400,1,3.6047E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.70581E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471,-74.0355911,40.6397629,794.1940308
369,,,,,,,,,,,,,,,,,,,,,,,,369,36,47,3800,1,3.6047E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.35696E-05,3782,15000US360470038001,220,-1,102,-1,3782,15000US360470038001,667,46,10,12,5,8,26,28,14,12,41,31,17,26,6,10,18,21,51,43,22,17,66,42,102,45,98,48,49,21,53,34,89,44,94.24777961,706.8583471,-74.0351486,40.6350594,469.1917725
370,,,,,,,,,,,,,,,,,,,,,,,,370,36,47,3400,2,3.6047E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98434E-06,3773,15000US360470034002,101,-1,44,-1,3773,15000US360470034002,539,94,57,38,9,14,81,72,19,18,21,23,6,11,18,28,33,52,30,32,5,9,40,60,62,38,28,31,33,38,56,42,41,33,94.24777961,706.8583471,-74.0353622,40.6375122,627.0854492
